,1,1308,,Monitor,Monitor,HP,L1910,26618,CNK8401KJ8, ,,On Site, ,,,PEBBLES ANDRES, , , , , , , , , , , , , , , ,,,,1
,1,1308,,CPU-PC,CPU-PC,HP,DX2810,36049,SGH037TYCF,06/08/2009,,On Site,1308w0020_23,10.13.8.70,6C-62-6D-68-8A-B0,LUIS P. MARIN,EVALUATOR,2.87GB,465.8GB,439.9GB,100%,Windows XP,DL DEMERIT,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1308,,Monitor,Monitor,HP,L1910,26666,CNK8411KHV, ,,On Site, ,,,ROMAN PAGILAGAN, , , , , , , , , , , , , , , ,,,,1
,1,1308,,Keyboard,Keyboard,HP, ,13607, , ,,On Site, ,,,ROMAN PAGILAGAN, , , , , , , , , , , , , , , ,,,,1
,1,1308,,Monitor,Monitor,HP ,HP L1910,28948,CNK8400JN9, ,,On Site, ,,,Shaleha Marsangca,MV-EVALUATOR, , , , , , , , , , , , , , ,,,,1
,1,1308,,Keyboard,Keyboard, , ,Unreadable,Unreadable, ,,On Site, ,,,Shaleha Marsangca, , , , , , , , , , , , , , , ,,,,1
,1,1308,,Mouse,Mouse, , ,Unreadable,Unreadable,,,On Site,,,,Shaleha Marsangca, ,,,,,,,,,,,,,,,,,,1
,1,1308,,UPS-SERVER,UPS-SERVER,Liebert,GXT5,48200,2201901946AFFX3,,,On Site,,,,,,,,,,,,,,,,,,,,,,,1
,1,1308,,CPU-PC,CPU-PC,HP,G9,51145,4CE348BCFT,,,On Site,,,,,,,,,,Windows 11 64Bit,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,Pro3000,35207,SGH0297261,08/11/2010,,On Site,1312W0010_01,10.13.12.107,6C-62-6D-0D-4F-4F,JEFFREY P. FABON,SITE  SUPPORT,2GB,240GB,112.15GB,100%,Windows XP,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Keyboard,Keyboard,A4tech,Others,Unreadable,Unreadable, ,,On Site, ,,,JEFFREY P. FABON, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41586,3CQ8042DLD, ,,On Site, ,,,JEFFREY P. FABON, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Mouse,Mouse,A4tech,Others,29871,PE2011034124,,,On Site,,,,JEFFREY P. FABON, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,40544,PA63H49GLA,2/22/2018,,On Site,,,,JEFFREY P. FABON, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41069,SGH808QNNN,02/06/2017,,On Site,1312W002_08,10.13.12.86,18-60-24-E5-5A-0B,MADELYN  A. CANDELARIO,EVALUATOR,4.00 GB,512GB,406.6GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25070,803181-001, ,,On Site, ,,,MADELYN  A. CANDELARIO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41570,3CQ8042CCK, ,,On Site, ,,,MADELYN  A. CANDELARIO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,40557,PA63H49EAH,2/22/2018,,On Site,,,,MADELYN  A. CANDELARIO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41074,SGH808QNBT,02/06/2017,,On Site,1312W015_01,10.13.12.210,18-60-24-E5-59-CC,ELMAR S.ARELLANO,RECORDS OFFICER,4.00 GB,465.1 GB,397.8GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,35615,CNK026045J, ,,On Site, ,,,ELMAR S.ARELLANO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Mouse,Mouse,HP,Others,25569,376662-001,,,On Site,,,,ELMAR S.ARELLANO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,HP,Others,35572,3B0944X74742,,,On Site,,,,ELMAR S.ARELLANO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41086,SGH808QN97,02/06/2017,,On Site,1312W004_01,10.13.12.73,18-60-24-E5-5E-04,JUAN ISRAEL A. JAVIER,APPROVING,4.00 GB,464 GB,346GB,100%,Windows 10 32Bit,OR/CR,0,0,1,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41584,SGH808QN97, ,,On Site, ,,,JUAN ISRAEL A. JAVIER, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25086,BEXHP0CCPAB3TY, ,,On Site, ,,,JUAN ISRAEL A. JAVIER, , , , , , , , , , , , , , , ,,,,1
,1,1312,,UPS-PC,UPS-PC,EATON,5E850i,47135,PA63L28AAY,2/22/2018,,On Site,,,,JUAN ISRAEL A. JAVIER, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41082,SGH808QN6Y,02/06/2017,,On Site,1312W005_01,10.13.12.82,18-60-24-E5-5A-1E,BELEN BARAO,EVALUATOR,4.00 GB,464 GB,420GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,HP DX2810,41585,3CQ8042DKH, ,,On Site, ,,,BELEN BARAO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25087,BEXHP0CCPAB0R8, ,,On Site, ,,,BELEN BARAO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Mouse,Mouse,HP,Others,25587,Unreadable,,,On Site,,,,BELEN BARAO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41084,SGH808QNBB,02/06/2017,,On Site,1312W0018_02,10.13.12.85,18-60-24-E5-5C-A1,EDGAR I. VIRTUDAZO,EVALUATOR,4.00 GB,465.1 GB,408GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41578,3CQ8042DKK, ,,On Site, ,,,EDGAR I. VIRTUDAZO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25085,BEXHP0CCPAB0Q6, ,,On Site, ,,,EDGAR I. VIRTUDAZO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41085,SGH808QN8W,02/06/2017,,On Site,1312W0006_02,10.13.12.79,18-60-24-E5-5C-02,MYRA A. GAPUZ,EVALUATOR,4.00 GB,931GB,861GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41574,3CQ8042C35, ,,On Site, ,,,MYRA A. GAPUZ, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25080,BEXHP0CCPAB2R3, ,,On Site, ,,,MYRA A. GAPUZ, , , , , , , , , , , , , , , ,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41080,SGH808QNMY,02/06/2017,,On Site,1312W008_01,10.13.12.71,18-60-24-E5-5A-93,ALICE D. DIONEDA,APPROVING,4.00 GB,465.1 GB,406.6GB,100%,Windows 10 32Bit,OR/CR,0,0,1,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41573,3CQ8042BZC, ,,On Site, ,,,ALICE D. DIONEDA, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25081,BEXHP0CCPAB2P4, ,,On Site, ,,,ALICE D. DIONEDA, , , , , , , , , , , , , , , ,,,,1
,1,1312,,UPS-PC,UPS-PC,EATON,5E850i,43189,PA63J22NEK,2/22/2018,,On Site,,,,ALICE D. DIONEDA, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41073,SGH808QNKZ,02/06/2017,,On Site,1312W010_01,10.13.12.77,18-60-24-E5-5A-C4,CYRIL HETEROZA,APPROVING,4.00 GB,465.1 GB,384.3GB,100%,Windows 10 32Bit,OR/CR,0,1,1,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41583,3CQ8042D7Y, ,,On Site, ,,,CYRIL HETEROZA, , , , , , , , , , , , , , , ,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,39453,PA63H20RY3,11/23/2017,,On Site,,,,CYRIL HETEROZA, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,40555,PA63H49DVR,2/22/2018,,On Site,,,,CYRIL HETEROZA, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41087,SGH808QN8R,02/06/2017,,On Site,1312W011_02,10.13.12.75,18-60-24-E5-5B-79,MARY JOY LAUS,EVALUATOR,4.00 GB,464 GB,406GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,33409,CNC929NRNS, ,,On Site, ,,,MARY JOY LAUS, , , , , , , , , , , , , , , ,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41072,SGH808QN79,02/06/2017,,On Site,1312W0078_6,10.13.12.76,18-60-24-E5-5B-25,RAMON B.LAVENGCO,EVALUATOR,4.00 GB,464 GB,410GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41571,3CQ8042BZ6, ,,On Site, ,,,RAMON B.LAVENGCO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25072,BEXHP0CCPAB0PC, ,,On Site, ,,,RAMON B.LAVENGCO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41076,SGH808QNB4,02/06/2017,,On Site,1312W007_01,10.13.12.78,18-60-24-E5-5C-2A,ARLENE N. MOLO,EVALUATOR,4.00 GB,465.1 GB,412.6GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41965,3CQ713372C, ,,On Site, ,,,ARLENE N. MOLO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25076,BEXHP0CCPAB2RQ, ,,On Site, ,,,ARLENE N. MOLO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Mouse,Mouse,HP,Others,25572,Unreadable,,,On Site,,,,ARLENE N. MOLO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,40541,PA63J01HPH,2/22/2018,,On Site,,,,ARLENE N. MOLO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41071,SGH808QN86,02/06/2017,,On Site,1312W0020_02,,,VILMA R.PALLAGO,RECORDS ,4.00 GB,464 GB,300.7GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41581,3CQ8042D6Q, ,,On Site, ,,,VILMA R.PALLAGO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,UPS-PC,UPS-PC,POWERWARE,Others,-,B18688,,,On Site,,,,VILMA R.PALLAGO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,POWERWARE,Others,19237,B26709,8/24/2002,,On Site,,,,VILMA R.PALLAGO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,POWERWARE,Others,46660,Unreadable,,,On Site,,,,VILMA R.PALLAGO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,40547,PA63J01HTP,2/22/2018,,On Site,,,,VILMA R.PALLAGO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,40558,PA63J01HTP,2/22/2018,,On Site,,,,VILMA R.PALLAGO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25083,BEXHP0CCPAB2R0, ,,On Site, ,,,VILMA R.PALLAGO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41077,SGH808QNHF,02/06/2017,,On Site,1312W017_02,10.100.1.123,18-60-24-E5-5C-74,JOHN PAUL JUNIO,RELEASING,4.00 GB,646GB,405GB,100%,Windows 10 32Bit,OR/CR,0,0,0,1,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41575,3CQ8042C3B, ,,On Site, ,,,JOHN PAUL JUNIO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25077,BEXHP0CCPAB3Y4, ,,On Site, ,,,JOHN PAUL JUNIO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Mouse,Mouse,HP,Others,29310,Unreadable,,,On Site,,,,JOHN PAUL JUNIO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,40548,PA63J01HTL,2/22/2018,,On Site,,,,JOHN PAUL JUNIO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41083,SGH808QNBS,02/06/2017,,On Site,1312W0030_01,10.100.14.128,18-60-24-E5-59-CF,ROBIN MANGILA,RELEASING,4.00 GB,464 GB,401GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41576,3CQ8042C38, ,,On Site, ,,,ROBIN MANGILA, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,-,BEXHP0CCPAB4GK, ,,On Site, ,,,ROBIN MANGILA, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Mouse,Mouse,HP,Others,Unreadable,Unreadable,,,On Site,,,,ROBIN MANGILA, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41075,SGH808QN7R,02/06/2017,,On Site,1312W002_03,10.100.1.124,18-60-24-E5-5C-0F,GLENDA L.GALAPON,SUPPLY OFFICER,4.00 GB,464 GB,414GB,100%,Windows 10 32Bit,OR/CR,0,0,0,1,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41572,3CQ8042DLG, ,,On Site, ,,,GLENDA L.GALAPON, , , , , , , , , , , , , , , ,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,29931,SGH8470057,02/06/2017,,On Site,1312W0011_1,10.13.12.80,00-23-7D-16-60-A1,JOHNNY H.DOG E,APPROVING,3318MB,148.00 GB,76.38GB,100%,Windows 10 32Bit,OR/CR,0,1,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,27680,CNK8400JRD, ,,On Site, ,,,JOHNNY H.DOG E, , , , , , , , , , , , , , , ,,,,1
,1,1312,,UPS-PC,UPS-PC,Others,Others,40559,PA63H49DVB,2/22/2018,,On Site,,,,JOHNNY H.DOG E, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41078,SGH808QN9Y,02/06/2017,,On Site,1312W001_01,10.13.12.84,18-60-24-E5-5A-65,ARABELLA CRUZ,CASHIER,4.00 GB,464 GB,412GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41569,3CQ8042DL7, ,,On Site, ,,,JONATAHN BONIFACIO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25078,BEXHP0CCPAB3TT, ,,On Site, ,,,JONATAHN BONIFACIO, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Mouse,Mouse,Others,Others,40556,PA63H49DWP,,,On Site,,,,JONATAHN BONIFACIO, ,,,,,,,,,,,,,,,,,,1
,1,1312,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41070,SGH808QNLP,02/06/2017,,On Site,1312W0020_02,10.13.12.70,18-60-24-E5-59-FD,JOENEL P. MOISES,INSPECTOR,4.00 GB,464 GB,406GB,100%,Windows 10 32Bit,OR/CR,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1312,,Monitor,Monitor,HP,Others,41587,3CQ8042DLV, ,,On Site, ,,,JOENEL P. MOISES, , , , , , , , , , , , , , , ,,,,1
,1,1312,,Keyboard,Keyboard,HP,Others,25084,BEXHP0CCPAB007, ,,On Site, ,,,JOENEL P. MOISES, , , , , ,Windows 10 32Bit, , , , , , , , , ,,,,1
,1,1312,,Mouse,Mouse,HP,Others,25584,Unreadable,,,On Site,,,,JOENEL P. MOISES, ,,,,,,,,,,,,,,,,,,1
,1,1312,,UPS-SERVER,UPS-SERVER,Liebert,GTX4-1500 RT230,39342,1721800147AFC03,,,On Site,,,,,,,,,,,,,,,,,,,,,,,1
,1,1316,,CPU-PC,CPU-PC,HP,DeskPro 400 G9,48711,4CE336BRCV,,,On Site,,,,,,,,,,Windows 10 64 Bit,,,,,,,,,,,,,1
,1,1316,,CPU-PC,CPU-PC,HP,DeskPro 400 G9,48725,4CE336BR9Q,,,On Site,,,,,,,,,,Windows 10 64 Bit,,,,,,,,,,,,,1
,1,1316,,CPU-PC,CPU-PC,HP,DeskPro 400 G9,48710,4CE336BRDY,,,On Site,,,,,,,,,,Windows 10 64 Bit,,,,,,,,,,,,,1
,1,1316,,CPU-PC,CPU-PC,HP,DeskPro 400 G9,48708,4CE336BR9R,,,On Site,,,,,,,,,,Windows 10 64 Bit,,,,,,,,,,,,,1
,1,1316,,CPU-PC,CPU-PC,HP,DeskPro 400 G9,48709,4CE336BRDQ,,,On Site,,,,,,,,,,Windows 10 64 Bit,,,,,,,,,,,,,1
,1,1320,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41225,SGH808QN9T,12/10/2008,,On Site,1320W025_01,10.13.20.201,00-23-7d-2b-71-4a,JOHNDEL M. INISA,SSP WORKSTATION,4.00 GB,148.95GB,46.37GB,100%,Windows 10 32Bit,DL DEMERIT,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1320,,Keyboard,Keyboard,A4tech,N/A,30572,N/A, ,,On Site, ,,,JOHNDEL M. INISA, , , , , , , , , , , , , , , ,,,,1
,1,1320,,Mouse,Mouse,EATON,PSA650,32086,242212406565SH,,,On Site,,,,JOHNDEL M. INISA, ,,,,,,,,,,,,,,,,,,1
,1,1320,,Monitor,Monitor,HP,HP L1910,49141,3CQ3240JX0 , ,,On Site, ,,,JOHNDEL M. INISA, , , , , , , , , , , , , , , ,,,,1
,1,1320,,UPS-PC,UPS-PC,POWERWARE, ,30570,b26423,8/27/2008,,On Site,,,,JOHNDEL M. INISA, ,,,,,,,,,,,,,,,,,,1
,1,1320,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,41234,SGH808QNFG,02/06/2017,,On Site,1320W016_01,10.13.20.86,18-60-24-E5-56-C7,WILLIAM ANGELES,MV EVALUATOR,4.00 GB,465.27 GB,400.7GB,88%,Windows 10 32Bit,DL DEMERIT,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1320,,Keyboard,Keyboard,A4tech,N/A,30570,N/A, ,,On Site, ,,,WILLIAM ANGELES, , , , , , , , , , , , , , , ,,,,1
,1,1320,,Mouse,Mouse,HP,PSA650,32067,242212406536SH,,,On Site,,,,WILLIAM ANGELES, ,,,,,,,,,,,,,,,,,,1
,1,1320,,Monitor,Monitor,HP,HP V194,49145,3CQ3240JV4, ,,On Site, ,,,WILLIAM ANGELES, , , , , ,Windows 10 32Bit, , , , , , , , , ,,,,1
,1,1320,,UPS-PC,UPS-PC,EATON,5E850i,30575,PA63H32TH6,11/23/2017,,On Site,,,,WILLIAM ANGELES, ,,,,,,,,,,,,,,,,,,1
,1,1320,,CPU-PC,CPU-PC,HP,HP DeskPro 400 G4,42879,1CZ91303KR,12/10/2008,,On Site,1320W0030_01,10.13.20.40,18-60-24-E5-5D-25,NADIA BESAS,MV EVALUATOR,4.00 GB,931.32GB,679.5GB,100%,Windows 10 32Bit,DL DEMERIT,0,0,0,0,0,0,Ver 4.0,eScan,,,,1
,1,1320,,Keyboard,Keyboard,A4tech,N/A,30575,N/A, ,,On Site, ,,,NADIA BESAS, , , , , , , , , , , , , , , ,,,,1
,1,1320,,Mouse,Mouse,A4tech,OP-720,32065,Unreadable,,,On Site,,,,NADIA BESAS, ,,,,,,,,,,,,,,,,,,1
,1,1320,,Monitor,Monitor,HP,HP V194,49142,3CQ3240JT2, ,,On Site, ,,,NADIA BESAS, , , , , , , , , , , , , , , ,,,,1
